Time - Plot 0	Amplitude - Plot 0	
780	0.0058665	
781	0.00619079	
782	0.0058665	
783	0.00489364	
784	0.00359649	
785	0.0058665	
786	0.00521793	
787	0.00489364	
788	0.00521793	
789	0.00554221	
790	0.00554221	
791	0.00619079	
792	0.00619079	
793	0.00748794	
794	0.0058665	
795	0.0032722	
796	0.0058665	
797	0.00521793	
798	0.00521793	
799	0.00651508	
800	0.00521793	
801	0.00619079	
802	0.0058665	
803	0.00521793	
804	0.00521793	
805	0.00424506	
806	0.0058665	
807	0.00456935	
808	0.0058665	
809	0.00424506	
810	0.00619079	
811	0.00521793	
812	0.00521793	
813	0.00521793	
814	0.00456935	
815	0.00554221	
816	0.00554221	
817	0.00521793	
818	0.00619079	
819	0.00554221	
820	0.00619079	
821	0.00554221	
822	0.00651508	
823	0.00651508	
824	0.00521793	
825	0.0058665	
826	0.00521793	
827	0.00521793	
828	0.00521793	
829	0.00521793	
830	0.00521793	
831	0.00554221	
832	0.00554221	
833	0.00554221	
834	0.00619079	
835	-0.000294964	
836	0.00554221	
837	0.00554221	
838	0.0058665	
839	0.00521793	
840	0.00521793	
841	0.00619079	
842	0.00716365	
843	0.00489364	
844	0.00294791	
845	0.00521793	
846	0.00456935	
847	0.00554221	
848	0.0058665	
849	0.0058665	
850	0.00489364	
851	0.00554221	
852	0.00521793	
853	0.00489364	
854	0.00554221	
855	0.00521793	
856	0.00521793	
857	0.00262363	
858	0.00554221	
859	0.00456935	
860	0.00521793	
861	0.00716365	
862	0.00294791	
863	0.00554221	
864	0.00424506	
865	0.00521793	
866	0.00651508	
867	0.0058665	
868	0.00489364	
869	0.0058665	
870	0.00554221	
871	0.00748794	
872	0.00521793	
873	0.0058665	
874	0.00683937	
875	0.0058665	
876	0.0058665	
877	0.0058665	
878	0.00748794	
879	0.00554221	
880	0.00683937	
881	0.00521793	
882	0.00521793	
883	0.00521793	
884	0.00456935	
885	0.0058665	
886	0.00554221	
887	0.00456935	
888	0.00651508	
889	0.00619079	
890	0.00456935	
891	0.00521793	
892	0.00489364	
893	0.00554221	
894	0.0084608	
895	0.00554221	
896	0.00521793	
897	0.00554221	
898	0.00521793	
899	0.00424506	
900	0.00683937	
901	0.00554221	
902	0.00456935	
903	0.00489364	
904	0.00554221	
905	0.0058665	
906	0.00554221	
907	0.00424506	
908	0.00554221	
909	0.00619079	
910	0.00554221	
911	0.00489364	
912	0.00392078	
913	0.00554221	
914	0.00554221	
915	0.0058665	
916	0.00521793	
917	0.00619079	
918	0.00554221	
919	0.00489364	
920	0.0058665	
921	0.0058665	
922	0.00521793	
923	0.00521793	
924	0.00554221	
925	0.00554221	
926	0.00554221	
927	0.0058665	
928	0.00554221	
929	0.0058665	
930	0.00521793	
