10.000	0.051
20.000	0.050
30.000	0.049
40.000	0.051
50.000	0.051
60.000	0.052
70.000	0.052
80.000	0.053
90.000	0.052
100.000	0.054
110.000	0.053
120.000	0.054
130.000	0.055
140.000	0.055
150.000	0.054
160.000	0.055
170.000	0.053
180.000	0.054
190.000	0.055
200.000	0.054
210.000	0.056
220.000	0.055
230.000	0.055
240.000	0.054
250.000	0.054
260.000	0.054
270.000	0.055
280.000	0.056
290.000	0.055
300.000	0.056
310.000	0.055
320.000	0.056
330.000	0.056
340.000	0.057
350.000	0.056
360.000	0.057
370.000	0.057
380.000	0.056
390.000	0.056
400.000	0.055
410.000	0.056
420.000	0.057
430.000	0.055
440.000	0.058
450.000	0.056
460.000	0.055
470.000	0.055
480.000	0.056
490.000	0.057
500.000	0.058
510.000	0.058
520.000	0.058
530.000	0.058
540.000	0.060
550.000	0.058
560.000	0.057
570.000	0.058
580.000	0.061
590.000	0.060
600.000	0.060
610.000	0.057
620.000	0.060
630.000	0.061
640.000	0.058
650.000	0.059
660.000	0.061
670.000	0.060
680.000	0.061
690.000	0.062
700.000	0.061
710.000	0.059
720.000	0.060
730.000	0.059
740.000	0.059
750.000	0.058
760.000	0.058
770.000	0.061
780.000	0.061
790.000	0.061
800.000	0.061
810.000	0.060
820.000	0.058
830.000	0.061
840.000	0.061
850.000	0.061
860.000	0.060
870.000	0.059
880.000	0.060
890.000	0.060
900.000	0.061
910.000	0.062
920.000	0.064
930.000	0.061
940.000	0.062
950.000	0.060
960.000	0.062
970.000	0.062
980.000	0.062
990.000	0.063
1000.000	0.062
1010.000	0.062
1020.000	0.064
1030.000	0.065
1040.000	0.063
1050.000	0.064
1060.000	0.063
1070.000	0.065
1080.000	0.062
1090.000	0.064
1100.000	0.063
1110.000	0.061
1120.000	0.062
1130.000	0.062
1140.000	0.062
1150.000	0.064
1160.000	0.065
1170.000	0.066
1180.000	0.066
1190.000	0.065
1200.000	0.067
1210.000	0.063
1220.000	0.064
1230.000	0.063
1240.000	0.064
1250.000	0.062
1260.000	0.062
1270.000	0.064
1280.000	0.064
1290.000	0.063
1300.000	0.064
1310.000	0.062
1320.000	0.065
1330.000	0.064
1340.000	0.063
1350.000	0.064
1360.000	0.065
1370.000	0.066
1380.000	0.064
1390.000	0.065
1400.000	0.063
1410.000	0.062
1420.000	0.064
1430.000	0.065
1440.000	0.066
1450.000	0.066
1460.000	0.067
1470.000	0.066
1480.000	0.067
1490.000	0.067
1500.000	0.067
1510.000	0.068
1520.000	0.066
1530.000	0.063
1540.000	0.064
1550.000	0.067
1560.000	0.066
1570.000	0.065
1580.000	0.067
1590.000	0.068
1600.000	0.066
1610.000	0.066
1620.000	0.069
1630.000	0.067
1640.000	0.069
1650.000	0.068
1660.000	0.068
1670.000	0.067
1680.000	0.066
1690.000	0.066
1700.000	0.064
1710.000	0.066
1720.000	0.066
1730.000	0.067
1740.000	0.067
1750.000	0.067
1760.000	0.066
1770.000	0.068
1780.000	0.066
1790.000	0.069
1800.000	0.070
1810.000	0.066
1820.000	0.065
1830.000	0.067
1840.000	0.070
1850.000	0.069
1860.000	0.071
1870.000	0.071
1880.000	0.071
1890.000	0.067
1900.000	0.069
1910.000	0.069
1920.000	0.070
1930.000	0.068
1940.000	0.067
1950.000	0.068
1960.000	0.067
1970.000	0.070
1980.000	0.069
1990.000	0.070
2000.000	0.070
2010.000	0.071
2020.000	0.069
2030.000	0.069
2040.000	0.070
2050.000	0.071
2060.000	0.071
2070.000	0.069
2080.000	0.069
2090.000	0.069
2100.000	0.069
2110.000	0.071
2120.000	0.071
2130.000	0.068
2140.000	0.066
2150.000	0.069
2160.000	0.071
2170.000	0.071
2180.000	0.069
2190.000	0.071
2200.000	0.069
2210.000	0.070
2220.000	0.070
2230.000	0.071
2240.000	0.070
2250.000	0.071
2260.000	0.072
2270.000	0.072
2280.000	0.070
2290.000	0.072
2300.000	0.072
2310.000	0.072
2320.000	0.069
2330.000	0.069
2340.000	0.070
2350.000	0.071
2360.000	0.071
2370.000	0.071
2380.000	0.072
2390.000	0.072
2400.000	0.072
2410.000	0.072
2420.000	0.071
2430.000	0.072
2440.000	0.072
2450.000	0.073
2460.000	0.074
2470.000	0.074
2480.000	0.074
2490.000	0.072
2500.000	0.072
2510.000	0.071
2520.000	0.073
2530.000	0.073
2540.000	0.075
2550.000	0.073
2560.000	0.073
2570.000	0.073
2580.000	0.073
2590.000	0.075
2600.000	0.075
2610.000	0.075
2620.000	0.075
2630.000	0.075
2640.000	0.076
2650.000	0.077
