Sourcefile	20230508 152842 Faraday Airdemo Scan Analog.qmp
Exporttime	08.05.2023 15:44:11

Start Time	08.05.2023 15:38:14
End Time	08.05.2023 15:42:32


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	08.05.2023 15:38:14

Mass [amu]	Ion Current [A]
36,31	2,430042e-014
36,34	1,877946e-014
36,38	1,167392e-014
36,41	6,594631e-015
36,44	5,998588e-015
36,47	9,202432e-015
36,50	1,387113e-014
36,53	1,808727e-014
36,56	2,007125e-014
36,59	1,847606e-014
36,63	1,392810e-014
36,66	8,929645e-015
36,69	5,250108e-015
36,72	1,961375e-015
36,75	-1,916671e-015
36,78	-4,215751e-015
36,81	-2,602852e-015
36,84	1,323680e-015
36,88	4,446408e-015
36,91	6,383578e-015
36,94	8,445889e-015
36,97	1,043764e-014
37,00	1,142872e-014
37,03	1,195430e-014
37,06	1,256200e-014
37,09	1,209042e-014
37,13	9,421430e-015
37,16	5,624345e-015
37,19	3,864881e-015
37,22	6,679761e-015
37,25	1,257502e-014
37,28	1,693255e-014
37,31	1,679345e-014
37,34	1,312121e-014
37,38	8,497229e-015
37,41	4,425736e-015
37,44	1,644289e-015
37,47	1,536682e-015
37,50	4,798415e-015
37,53	9,566913e-015
37,56	1,337694e-014
37,59	1,514972e-014
37,63	1,469943e-014
37,66	1,269770e-014
37,69	9,981587e-015
37,72	6,451755e-015
37,75	2,093818e-015
37,78	-2,109025e-015
37,81	-5,312403e-015
37,84	-7,554878e-015
37,88	-8,745730e-015
37,91	-7,916162e-015
37,94	-3,952254e-015
37,97	2,632140e-015
38,00	9,607608e-015
38,03	1,554334e-014
38,06	1,979695e-014
38,09	2,091762e-014
38,13	1,890397e-014
38,16	1,617334e-014
38,19	1,378458e-014
38,22	1,082827e-014
38,25	7,605725e-015
38,28	5,367179e-015
38,31	4,008383e-015
38,34	2,913503e-015
38,38	3,150031e-015
38,41	6,099027e-015
38,44	9,687878e-015
38,47	9,710841e-015
38,50	5,909637e-015
38,53	2,569584e-015
38,56	2,948534e-015
38,59	6,771225e-015
38,63	1,231130e-014
38,66	1,789007e-014
38,69	2,167251e-014
38,72	2,251088e-014
38,75	2,146329e-014
38,78	2,001764e-014
38,81	1,769170e-014
38,84	1,460150e-014
38,88	1,335722e-014
38,91	1,494600e-014
38,94	1,633435e-014
38,97	1,478980e-014
39,00	1,227854e-014
39,03	1,332306e-014
39,06	1,894949e-014
39,09	2,521676e-014
39,13	2,813821e-014
39,16	2,744356e-014
39,19	2,472467e-014
39,22	2,041220e-014
39,25	1,464761e-014
39,28	9,521043e-015
39,31	7,371145e-015
39,34	7,754553e-015
39,38	8,010758e-015
39,41	6,318630e-015
39,44	3,961155e-015
39,47	3,714754e-015
39,50	5,933575e-015
39,53	8,247059e-015
39,56	8,530283e-015
39,59	6,316454e-015
39,63	2,802270e-015
39,66	8,445008e-016
39,69	3,210383e-015
39,72	9,253567e-015
39,75	1,451484e-014
39,78	1,556013e-014
39,81	1,410358e-014
39,84	1,438743e-014
39,88	1,790142e-014
39,91	2,273897e-014
39,94	2,695316e-014
39,97	2,992832e-014
40,00	3,094801e-014
40,03	2,950563e-014
40,06	2,651421e-014
40,09	2,316485e-014
40,13	1,958182e-014
40,16	1,500050e-014
40,19	9,428174e-015
40,22	4,779586e-015
40,25	2,164429e-015
40,28	4,196581e-017
40,31	-1,869721e-015
40,34	-3,434491e-016
40,38	6,444375e-015
40,41	1,507161e-014
40,44	2,098545e-014
40,47	2,373486e-014
40,50	2,559548e-014
40,53	2,727026e-014
40,56	2,774194e-014
40,59	2,720180e-014
40,63	2,665746e-014
40,66	2,560971e-014
40,69	2,366037e-014
40,72	2,220021e-014
40,75	2,165215e-014
40,78	2,004613e-014
40,81	1,564550e-014
40,84	8,943806e-015
40,88	2,252737e-015
40,91	-2,180058e-015
40,94	-3,772540e-015
40,97	-2,697592e-015
41,00	1,327746e-015
41,03	7,523733e-015
41,06	1,320246e-014
41,09	1,644295e-014
41,13	1,788621e-014
41,16	1,855554e-014
41,19	1,770277e-014
41,22	1,467350e-014
41,25	1,183128e-014
41,28	1,249448e-014
41,31	1,574868e-014
41,34	1,695654e-014
41,38	1,396485e-014
41,41	9,623637e-015
41,44	8,450608e-015
41,47	1,259959e-014
41,50	2,006184e-014
41,53	2,624692e-014
41,56	2,792774e-014
41,59	2,541940e-014
41,63	2,129170e-014
41,66	1,795498e-014
41,69	1,646068e-014
41,72	1,684022e-014
41,75	1,879284e-014
41,78	2,151901e-014
41,81	2,353041e-014
41,84	2,351941e-014
41,88	2,136833e-014
41,91	1,814414e-014
41,94	1,526164e-014
41,97	1,383786e-014
42,00	1,436984e-014
42,03	1,614134e-014
42,06	1,726183e-014
42,09	1,620780e-014
42,13	1,357696e-014
42,16	1,148467e-014
42,19	1,119877e-014
42,22	1,279627e-014
42,25	1,550036e-014
42,28	1,714200e-014
42,31	1,629275e-014
42,34	1,465506e-014
42,38	1,455645e-014
42,41	1,544815e-014
42,44	1,514295e-014
42,47	1,339322e-014
42,50	1,183072e-014
42,53	1,071499e-014
42,56	8,816216e-015
42,59	6,972320e-015
42,63	8,099328e-015
42,66	1,223433e-014
42,69	1,531607e-014
42,72	1,440541e-014
42,75	1,104699e-014
42,78	8,702137e-015
42,81	8,438045e-015
42,84	8,317806e-015
42,88	7,094746e-015
42,91	6,105394e-015
42,94	6,367707e-015
42,97	7,191504e-015
43,00	8,495083e-015
43,03	1,095624e-014
43,06	1,422895e-014
43,09	1,653837e-014
43,13	1,548883e-014
43,16	1,104290e-014
43,19	7,294422e-015
43,22	8,062981e-015
43,25	1,213212e-014
43,28	1,505260e-014
43,31	1,420782e-014
43,34	1,121446e-014
43,38	9,642357e-015
43,41	1,090719e-014
43,44	1,356636e-014
43,47	1,607259e-014
43,50	1,800946e-014
43,53	1,920755e-014
43,56	2,008228e-014
43,59	2,224022e-014
43,63	2,759849e-014
43,66	3,727788e-014
43,69	5,013354e-014
43,72	6,295741e-014
43,75	7,381788e-014
43,78	8,251590e-014
43,81	8,782116e-014
43,84	8,860570e-014
43,88	8,684121e-014
43,91	8,619138e-014
43,94	8,822896e-014
43,97	9,134788e-014
44,00	9,335330e-014
44,03	9,415989e-014
44,06	9,481983e-014
44,09	9,511235e-014
44,13	9,396692e-014
44,16	9,124001e-014
44,19	8,780037e-014
44,22	8,449793e-014
44,25	8,135157e-014
44,28	7,765690e-014
44,31	7,302253e-014
44,34	6,757728e-014
44,38	6,129962e-014
44,41	5,433199e-014
44,44	4,720233e-014
44,47	3,982185e-014
44,50	3,167053e-014
44,53	2,353088e-014
44,56	1,697681e-014
44,59	1,225693e-014
44,63	8,908580e-015
44,66	7,124581e-015
44,69	6,924036e-015
44,72	7,600459e-015
44,75	8,461305e-015
44,78	9,407602e-015
44,81	1,126452e-014
44,84	1,499816e-014
44,88	1,977965e-014
44,91	2,313342e-014
44,94	2,363565e-014
44,97	2,197054e-014
45,00	1,896138e-014
45,03	1,458108e-014
45,06	9,570148e-015
45,09	5,797322e-015
45,13	4,707251e-015
45,16	7,222133e-015
45,19	1,392488e-014
45,22	2,250391e-014
45,25	2,775663e-014
45,28	2,767599e-014
45,31	2,533141e-014
45,34	2,314606e-014
45,38	2,091139e-014
45,41	1,876115e-014
45,44	1,736020e-014
45,47	1,714137e-014
45,50	1,848437e-014
45,53	2,026967e-014
45,56	2,051615e-014
45,59	1,970786e-014
45,63	2,023915e-014
45,66	2,298011e-014
45,69	2,637672e-014
45,72	2,823922e-014
45,75	2,843584e-014
45,78	2,919035e-014
45,81	3,120361e-014
45,84	3,182655e-014
45,88	2,886518e-014
45,91	2,309068e-014
45,94	1,650117e-014
45,97	1,068958e-014
46,00	6,457559e-015
46,03	4,024603e-015
46,06	3,209769e-015
46,09	2,973145e-015
46,13	2,397448e-015
46,16	2,348729e-015
46,19	4,111550e-015
46,22	6,545167e-015
46,25	7,034918e-015
46,28	5,714167e-015
46,31	5,998026e-015
46,34	1,018593e-014
46,38	1,638676e-014
46,41	2,024583e-014
46,44	1,913563e-014
46,47	1,434484e-014
46,50	9,270892e-015
46,53	5,884347e-015
46,56	3,651280e-015
46,59	1,706929e-015
46,63	4,999563e-016
46,66	1,284878e-015
46,69	4,620357e-015
46,72	9,051507e-015
46,75	1,252013e-014
46,78	1,473956e-014
46,81	1,616558e-014
46,84	1,605961e-014
46,88	1,322917e-014
46,91	8,183289e-015
46,94	3,067318e-015
46,97	-5,450393e-016
47,00	-1,654820e-015
47,03	5,862137e-016
47,06	4,768707e-015
47,09	7,960644e-015
47,13	9,386618e-015
47,16	9,635886e-015
47,19	8,431612e-015
47,22	6,329202e-015
47,25	5,358655e-015
47,28	6,760284e-015
47,31	1,022069e-014
47,34	1,466643e-014
47,38	1,838343e-014
47,41	1,928142e-014
47,44	1,662581e-014
47,47	1,257506e-014
47,50	1,031603e-014
47,53	1,051266e-014
47,56	1,119756e-014
47,59	1,025803e-014
47,63	7,513387e-015
47,66	5,984804e-015
47,69	9,283528e-015
47,72	1,606506e-014
47,75	2,036992e-014
47,78	1,833487e-014
47,81	1,175624e-014
47,84	5,758289e-015
47,88	4,652007e-015
47,91	8,924110e-015
47,94	1,561970e-014
47,97	2,087147e-014
48,00	2,148696e-014
48,03	1,644371e-014
48,06	7,931780e-015
48,09	-1,237921e-016
48,13	-4,362225e-015
48,16	-3,056384e-015
48,19	3,567116e-015
48,22	1,315755e-014
48,25	2,166791e-014
48,28	2,545367e-014
48,31	2,443876e-014
48,34	2,191131e-014
48,38	1,999946e-014
48,41	1,794615e-014
48,44	1,558542e-014
48,47	1,465880e-014
48,50	1,578002e-014
48,53	1,724218e-014
48,56	1,709151e-014
48,59	1,481635e-014
48,63	1,183424e-014
48,66	1,084428e-014
48,69	1,351124e-014
48,72	1,836487e-014
48,75	2,114951e-014
48,78	1,801299e-014
48,81	9,539401e-015
48,84	7,398657e-016
48,88	-3,987841e-015
48,91	-4,087351e-015
48,94	-1,097661e-015
48,97	3,102814e-015
49,00	6,236329e-015
49,03	6,925614e-015
49,06	6,630149e-015
49,09	8,351169e-015
49,13	1,325608e-014
49,16	1,932354e-014
49,19	2,331667e-014
49,22	2,368442e-014
49,25	2,093213e-014
49,28	1,672867e-014
49,31	1,349975e-014
49,34	1,251186e-014
49,38	1,241746e-014
49,41	1,126809e-014
49,44	8,319481e-015
49,47	4,398611e-015
49,50	2,290486e-015
49,53	4,425022e-015
49,56	9,773153e-015
49,59	1,476973e-014
49,63	1,654609e-014
49,66	1,483938e-014
49,69	1,176548e-014
49,72	1,021666e-014
49,75	1,169899e-014
49,78	1,505263e-014
49,81	1,746176e-014
49,84	1,709910e-014
49,88	1,478517e-014
49,91	1,270607e-014
49,94	1,259139e-014
49,97	1,519309e-014

Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	08.05.2023 15:39:28

Mass [amu]	Ion Current [A]
0,00	2,630867e-014
0,03	1,197258e-014
0,06	3,928643e-015
0,09	1,003288e-015
0,13	7,624530e-016
0,16	2,778054e-015
0,19	8,897498e-015
0,22	2,110969e-014
0,25	3,807627e-014
0,28	5,424806e-014
0,31	6,395412e-014
0,34	6,616548e-014
0,38	6,452374e-014
0,41	6,319859e-014
0,44	6,338686e-014
0,47	6,344755e-014
0,50	6,239868e-014
0,53	6,380831e-014
0,56	7,368399e-014
0,59	9,117662e-014
0,63	1,053352e-013
0,66	1,068659e-013
0,69	9,816099e-014
0,72	8,752207e-014
0,75	8,097664e-014
0,78	8,162798e-014
0,81	9,137318e-014
0,84	1,136825e-013
0,88	1,547908e-013
0,91	2,187910e-013
0,94	3,009039e-013
0,97	3,858835e-013
1,00	4,557931e-013
1,03	5,026837e-013
1,06	5,316456e-013
1,09	5,506945e-013
1,13	5,622867e-013
1,16	5,654727e-013
1,19	5,607811e-013
1,22	5,492400e-013
1,25	5,277751e-013
1,28	4,900129e-013
1,31	4,340562e-013
1,34	3,654434e-013
1,38	2,916591e-013
1,41	2,191143e-013
1,44	1,554827e-013
1,47	1,104283e-013
1,50	9,251015e-014
1,53	1,059058e-013
1,56	1,502199e-013
1,59	2,237046e-013
1,63	3,264148e-013
1,66	4,591609e-013
1,69	6,206146e-013
1,72	8,066093e-013
1,75	1,009845e-012
1,78	1,218602e-012
1,81	1,418172e-012
1,84	1,596369e-012
1,88	1,747873e-012
1,91	1,872881e-012
1,94	1,972098e-012
1,97	2,043630e-012
2,00	2,084107e-012
2,03	2,092109e-012
2,06	2,071143e-012
2,09	2,028417e-012
2,13	1,968391e-012
2,16	1,887831e-012
2,19	1,779321e-012
2,22	1,640447e-012
2,25	1,480703e-012
2,28	1,320229e-012
2,31	1,176526e-012
2,34	1,047864e-012
2,38	9,137611e-013
2,41	7,545748e-013
2,44	5,698875e-013
2,47	3,806556e-013
2,50	2,172808e-013
2,53	1,030080e-013
2,56	4,151588e-014
2,59	1,826759e-014
2,63	1,459279e-014
2,66	1,763344e-014
2,69	1,937038e-014
2,72	1,576853e-014
2,75	8,557718e-015
2,78	2,159744e-015
2,81	-1,450520e-015
2,84	-2,600748e-015
2,88	-1,350283e-015
2,91	1,904128e-015
2,94	5,226261e-015
2,97	6,584076e-015
3,00	5,045664e-015
3,03	7,441927e-016
3,06	-4,471563e-015
3,09	-7,703754e-015
3,13	-7,632446e-015
3,16	-4,876619e-015
3,19	-9,851199e-017
3,22	5,975594e-015
3,25	1,157798e-014
3,28	1,531295e-014
3,31	1,788437e-014
3,34	2,089306e-014
3,38	2,477626e-014
3,41	2,854616e-014
3,44	3,048671e-014
3,47	2,981815e-014
3,50	2,830781e-014
3,53	2,857931e-014
3,56	3,153601e-014
3,59	3,679949e-014
3,63	4,380065e-014
3,66	5,119935e-014
3,69	5,649510e-014
3,72	5,728943e-014
3,75	5,326708e-014
3,78	4,721760e-014
3,81	4,360819e-014
3,84	4,482971e-014
3,88	4,893764e-014
3,91	5,203081e-014
3,94	5,210639e-014
3,97	5,013739e-014
4,00	4,836616e-014
4,03	4,789579e-014
4,06	4,781217e-014
4,09	4,659314e-014
4,13	4,341236e-014
4,16	3,819350e-014
4,19	3,196654e-014
4,22	2,623634e-014
4,25	2,128716e-014
4,28	1,680653e-014
4,31	1,360155e-014
4,34	1,289504e-014
4,38	1,420458e-014
4,41	1,467031e-014
4,44	1,100863e-014
4,47	2,839848e-015
4,50	-6,408654e-015
4,53	-1,259719e-014
4,56	-1,439967e-014
4,59	-1,349209e-014
4,63	-1,200802e-014
4,66	-1,094202e-014
4,69	-1,039770e-014
4,72	-9,636991e-015
4,75	-7,995887e-015
4,78	-6,600410e-015
4,81	-7,040500e-015
4,84	-9,186965e-015
4,88	-1,195376e-014
4,91	-1,406928e-014
4,94	-1,436582e-014
4,97	-1,354897e-014
5,00	-1,358830e-014
5,03	-1,451405e-014
5,06	-1,498829e-014
5,09	-1,469983e-014
5,13	-1,338810e-014
5,16	-1,052774e-014
5,19	-7,307482e-015
5,22	-5,678141e-015
5,25	-6,051499e-015
5,28	-8,080632e-015
5,31	-1,156273e-014
5,34	-1,586487e-014
5,38	-1,969765e-014
5,41	-2,094543e-014
5,44	-1,788996e-014
5,47	-1,177462e-014
5,50	-5,961807e-015
5,53	-2,315660e-015
5,56	-6,500658e-016
5,59	-7,348898e-016
5,63	-2,865565e-015
5,66	-6,924532e-015
5,69	-1,168908e-014
5,72	-1,513249e-014
5,75	-1,532649e-014
5,78	-1,196986e-014
5,81	-7,651452e-015
5,84	-5,608538e-015
5,88	-5,903497e-015
5,91	-6,392077e-015
5,94	-6,369489e-015
5,97	-6,662228e-015
6,00	-7,843727e-015
6,03	-1,030342e-014
6,06	-1,454680e-014
6,09	-1,969160e-014
6,13	-2,295535e-014
6,16	-2,270386e-014
6,19	-2,061019e-014
6,22	-1,857197e-014
6,25	-1,571004e-014
6,28	-1,073446e-014
6,31	-5,023021e-015
6,34	-1,645007e-015
6,38	-2,237311e-015
6,41	-5,433734e-015
6,44	-8,285322e-015
6,47	-8,869492e-015
6,50	-7,763251e-015
6,53	-7,270260e-015
6,56	-8,911202e-015
6,59	-1,236965e-014
6,63	-1,678875e-014
6,66	-2,091620e-014
6,69	-2,209117e-014
6,72	-1,825155e-014
6,75	-1,104328e-014
6,78	-4,406194e-015
6,81	-4,802840e-016
6,84	8,923361e-016
6,88	-8,413342e-016
6,91	-6,693383e-015
6,94	-1,474980e-014
6,97	-2,141511e-014
7,00	-2,539582e-014
7,03	-2,688373e-014
7,06	-2,516365e-014
7,09	-2,033346e-014
7,13	-1,468038e-014
7,16	-1,049481e-014
7,19	-8,250796e-015
7,22	-6,750017e-015
7,25	-4,666676e-015
7,28	-2,221698e-015
7,31	-9,413435e-016
7,34	-1,946696e-015
7,38	-4,369415e-015
7,41	-6,697993e-015
7,44	-9,960813e-015
7,47	-1,596976e-014
7,50	-2,278220e-014
7,53	-2,597578e-014
7,56	-2,354335e-014
7,59	-1,714537e-014
7,63	-1,000903e-014
7,66	-4,246520e-015
7,69	5,783896e-016
7,72	4,916440e-015
7,75	6,747838e-015
7,78	4,641962e-015
7,81	1,763592e-016
7,84	-4,312771e-015
7,88	-6,861386e-015
7,91	-5,790980e-015
7,94	-1,586281e-015
7,97	2,634945e-015
8,00	3,702272e-015
8,03	3,787893e-016
8,06	-5,841201e-015
8,09	-1,126775e-014
8,13	-1,292865e-014
8,16	-1,062049e-014
8,19	-6,173713e-015
8,22	-2,132521e-015
8,25	-5,048169e-016
8,28	-1,244974e-015
8,31	-2,894435e-015
8,34	-5,134276e-015
8,38	-8,597576e-015
8,41	-1,238061e-014
8,44	-1,419794e-014
8,47	-1,360174e-014
8,50	-1,347287e-014
8,53	-1,620663e-014
8,56	-1,964597e-014
8,59	-2,010947e-014
8,63	-1,724245e-014
8,66	-1,271335e-014
8,69	-7,549494e-015
8,72	-3,130495e-015
8,75	-1,722660e-015
8,78	-4,277865e-015
8,81	-8,941693e-015
8,84	-1,259306e-014
8,88	-1,397213e-014
8,91	-1,465878e-014
8,94	-1,587018e-014
8,97	-1,583397e-014
9,00	-1,278886e-014
9,03	-8,561582e-015
9,06	-6,352912e-015
9,09	-6,658309e-015
9,13	-7,441171e-015
9,16	-7,449903e-015
9,19	-7,680730e-015
9,22	-9,171594e-015
9,25	-1,098308e-014
9,28	-1,159396e-014
9,31	-1,119067e-014
9,34	-1,158793e-014
9,38	-1,403976e-014
9,41	-1,743462e-014
9,44	-1,939796e-014
9,47	-1,884446e-014
9,50	-1,649663e-014
9,53	-1,353279e-014
9,56	-1,012948e-014
9,59	-6,336877e-015
9,63	-4,559439e-015
9,66	-7,334720e-015
9,69	-1,230375e-014
9,72	-1,423556e-014
9,75	-1,176489e-014
9,78	-8,133734e-015
9,81	-6,683045e-015
9,84	-8,206394e-015
9,88	-1,079665e-014
9,91	-1,156720e-014
9,94	-1,046108e-014
9,97	-1,042479e-014
10,00	-1,223123e-014
10,03	-1,309380e-014
10,06	-1,130094e-014
10,09	-8,714461e-015
10,13	-8,355222e-015
10,16	-1,101182e-014
10,19	-1,464724e-014
10,22	-1,715367e-014
10,25	-1,804279e-014
10,28	-1,703358e-014
10,31	-1,373687e-014
10,34	-9,296262e-015
10,38	-6,147175e-015
10,41	-5,515977e-015
10,44	-6,654691e-015
10,47	-8,499306e-015
10,50	-1,026811e-014
10,53	-1,118353e-014
10,56	-1,137977e-014
10,59	-1,225521e-014
10,63	-1,435785e-014
10,66	-1,631385e-014
10,69	-1,746599e-014
10,72	-1,910812e-014
10,75	-2,147853e-014
10,78	-2,187034e-014
10,81	-1,736197e-014
10,84	-8,779017e-015
10,88	-3,299537e-016
10,91	4,770697e-015
10,94	6,404136e-015
10,97	5,646354e-015
11,00	3,073934e-015
11,03	-7,436027e-016
11,06	-4,453666e-015
11,09	-6,524549e-015
11,13	-7,093004e-015
11,16	-8,284481e-015
11,19	-1,071402e-014
11,22	-1,169740e-014
11,25	-9,646501e-015
11,28	-7,200143e-015
11,31	-7,501818e-015
11,34	-1,025857e-014
11,38	-1,292084e-014
11,41	-1,358107e-014
11,44	-1,224588e-014
11,47	-9,963883e-015
11,50	-6,825499e-015
11,53	-1,658712e-015
11,56	5,857120e-015
11,59	1,412172e-014
11,63	2,158154e-014
11,66	2,849168e-014
11,69	3,547416e-014
11,72	4,121645e-014
11,75	4,385829e-014
11,78	4,446704e-014
11,81	4,618233e-014
11,84	4,944424e-014
11,88	5,140680e-014
11,91	5,072192e-014
11,94	4,939214e-014
11,97	4,958427e-014
12,00	5,070807e-014
12,03	5,010726e-014
12,06	4,670121e-014
12,09	4,265783e-014
12,13	4,040259e-014
12,16	4,004791e-014
12,19	4,021544e-014
12,22	3,929166e-014
12,25	3,659383e-014
12,28	3,290028e-014
12,31	2,879154e-014
12,34	2,408730e-014
12,38	1,909134e-014
12,41	1,400333e-014
12,44	8,806448e-015
12,47	4,794007e-015
12,50	3,131503e-015
12,53	2,898243e-015
12,56	2,845611e-015
12,59	2,926274e-015
12,63	3,118175e-015
12,66	2,652518e-015
12,69	7,319860e-016
12,72	-2,783900e-015
12,75	-6,817832e-015
12,78	-9,331921e-015
12,81	-9,417578e-015
12,84	-8,106499e-015
12,88	-6,127430e-015
12,91	-3,233458e-015
12,94	-2,499395e-016
12,97	1,213055e-015
13,00	9,256647e-016
13,03	-2,719683e-016
13,06	-1,931211e-015
13,09	-3,594439e-015
13,13	-4,113161e-015
13,16	-2,875687e-015
13,19	-9,290628e-016
13,22	-1,063760e-016
13,25	-1,434812e-015
13,28	-4,142765e-015
13,31	-5,979512e-015
13,34	-5,208128e-015
13,38	-2,164464e-015
13,41	1,445353e-015
13,44	3,449908e-015
13,47	1,773134e-015
13,50	-3,434644e-015
13,53	-8,799731e-015
13,56	-1,096081e-014
13,59	-9,470213e-015
13,63	-5,404402e-015
13,66	6,023392e-016
13,69	7,787246e-015
13,72	1,410128e-014
13,75	1,722587e-014
13,78	1,716766e-014
13,81	1,639635e-014
13,84	1,623501e-014
13,88	1,454268e-014
13,91	8,715923e-015
13,94	6,204703e-017
13,97	-6,748917e-015
14,00	-8,314032e-015
14,03	-5,598049e-015
14,06	-2,311514e-015
14,09	-2,707098e-016
14,13	1,755542e-015
14,16	4,199393e-015
14,19	4,989636e-015
14,22	2,693507e-015
14,25	-5,771126e-016
14,28	-1,245381e-015
14,31	1,209907e-015
14,34	3,896378e-015
14,38	4,000869e-015
14,41	1,214548e-015
14,44	-2,627376e-015
14,47	-5,887165e-015
14,50	-9,016906e-015
14,53	-1,328923e-014
14,56	-1,730107e-014
14,59	-1,701754e-014
14,63	-1,117333e-014
14,66	-3,967158e-015
14,69	-2,771059e-016
14,72	-2,041428e-016
14,75	-7,648140e-017
14,78	2,742145e-015
14,81	7,569299e-015
14,84	1,172067e-014
14,88	1,324456e-014
14,91	1,221160e-014
14,94	9,612171e-015
14,97	6,860508e-015
15,00	5,797014e-015
15,03	6,471129e-015
15,06	6,449911e-015
15,09	4,299214e-015
15,13	1,064487e-015
15,16	-2,482683e-015
15,19	-6,610133e-015
15,22	-1,020578e-014
15,25	-1,091464e-014
15,28	-8,350857e-015
15,31	-4,914843e-015
15,34	-2,807739e-015
15,38	-2,044627e-015
15,41	-1,799680e-015
15,44	-1,850551e-015
15,47	-2,223892e-015
15,50	-1,875341e-015
15,53	2,534265e-015
15,56	1,440916e-014
15,59	3,168520e-014
15,63	4,700680e-014
15,66	5,548387e-014
15,69	5,879855e-014
15,72	6,137570e-014
15,75	6,528202e-014
15,78	6,938590e-014
15,81	7,254168e-014
15,84	7,546166e-014
15,88	7,899017e-014
15,91	8,255388e-014
15,94	8,483692e-014
15,97	8,549494e-014
16,00	8,586813e-014
16,03	8,726150e-014
16,06	8,887325e-014
16,09	8,838052e-014
16,13	8,416016e-014
16,16	7,663300e-014
16,19	6,784779e-014
16,22	5,956533e-014
16,25	5,286668e-014
16,28	4,953714e-014
16,31	5,016858e-014
16,34	5,123584e-014
16,38	4,828228e-014
16,41	4,112157e-014
16,44	3,277241e-014
16,47	2,542042e-014
16,50	2,017495e-014
16,53	1,818075e-014
16,56	1,958290e-014
16,59	2,262220e-014
16,63	2,462431e-014
16,66	2,456912e-014
16,69	2,477106e-014
16,72	2,832909e-014
16,75	3,516027e-014
16,78	4,140262e-014
16,81	4,247014e-014
16,84	3,801584e-014
16,88	3,322299e-014
16,91	3,308165e-014
16,94	3,732547e-014
16,97	4,203146e-014
17,00	4,402862e-014
17,03	4,293618e-014
17,06	3,957226e-014
17,09	3,442507e-014
17,13	2,866082e-014
17,16	2,435192e-014
17,19	2,222542e-014
17,22	2,050660e-014
17,25	1,753101e-014
17,28	1,425378e-014
17,31	1,248343e-014
17,34	1,182616e-014
17,38	9,647449e-015
17,41	4,600334e-015
17,44	-1,892568e-016
17,47	-2,179857e-017
17,50	5,672988e-015
17,53	1,327322e-014
17,56	1,942327e-014
17,59	2,377343e-014
17,63	2,850849e-014
17,66	3,583585e-014
17,69	4,539879e-014
17,72	5,400916e-014
17,75	5,771915e-014
17,78	5,531199e-014
17,81	5,066545e-014
17,84	4,969953e-014
17,88	5,362059e-014
17,91	5,734067e-014
17,94	5,618517e-014
17,97	5,194491e-014
18,00	5,050892e-014
18,03	5,458761e-014
18,06	6,022378e-014
18,09	6,142593e-014
18,13	5,727777e-014
18,16	5,207552e-014
18,19	4,900135e-014
18,22	4,622267e-014
18,25	4,009083e-014
18,28	3,166293e-014
18,31	2,695466e-014
18,34	2,884589e-014
18,38	3,338036e-014
18,41	3,593831e-014
18,44	3,548458e-014
18,47	3,222043e-014
18,50	2,628628e-014
18,53	1,883663e-014
18,56	1,166932e-014
18,59	5,794548e-015
18,63	1,036108e-015
18,66	-2,670819e-015
18,69	-4,290210e-015
18,72	-3,023112e-015
18,75	5,162406e-016
18,78	4,932448e-015
18,81	8,620627e-015
18,84	1,054135e-014
18,88	1,099256e-014
18,91	1,097680e-014
18,94	1,143926e-014
18,97	1,254469e-014
19,00	1,298630e-014
19,03	1,130437e-014
19,06	7,924650e-015
19,09	4,530092e-015
19,13	2,029393e-015
19,16	2,155058e-016
19,19	-1,769088e-015
19,22	-4,600021e-015
19,25	-7,141826e-015
19,28	-6,906293e-015
19,31	-2,876560e-015
19,34	3,523451e-015
19,38	1,037504e-014
19,41	1,681257e-014
19,44	2,241529e-014
19,47	2,589677e-014
19,50	2,554449e-014
19,53	2,152932e-014
19,56	1,636328e-014
19,59	1,244853e-014
19,63	1,068867e-014
19,66	1,090419e-014
19,69	1,181586e-014
19,72	1,194283e-014
19,75	1,145901e-014
19,78	1,152535e-014
19,81	1,225090e-014
19,84	1,249835e-014
19,88	1,090931e-014
19,91	7,407943e-015
19,94	4,030086e-015
19,97	2,846079e-015
20,00	3,512364e-015
20,03	4,340514e-015
20,06	5,323244e-015
20,09	8,694567e-015
20,13	1,523524e-014
20,16	2,156821e-014
20,19	2,344627e-014
20,22	1,994658e-014
20,25	1,323543e-014
20,28	6,603139e-015
20,31	2,118829e-015
20,34	-1,140559e-015
20,38	-4,285042e-015
20,41	-5,747259e-015
20,44	-3,866904e-015
20,47	7,248934e-016
20,50	6,125663e-015
20,53	1,007238e-014
20,56	1,071735e-014
20,59	7,994297e-015
20,63	3,597294e-015
20,66	-4,058370e-016
20,69	-2,625859e-015
20,72	-2,652217e-015
20,75	-7,678012e-016
20,78	2,183783e-015
20,81	4,477458e-015
20,84	4,887639e-015
20,88	4,633543e-015
20,91	5,895097e-015
20,94	8,897565e-015
20,97	1,148099e-014
21,00	1,116830e-014
21,03	8,157268e-015
21,06	5,413085e-015
21,09	4,359366e-015
21,13	3,320949e-015
21,16	1,412063e-015
21,19	-3,019392e-016
21,22	-1,235733e-015
21,25	-1,328508e-015
21,28	-3,413919e-016
21,31	1,608574e-015
