Sourcefile	20230508 155818 Faraday Airdemo Scan Analog.qmp
Exporttime	08.05.2023 16:03:06

Start Time	08.05.2023 15:58:27
End Time	08.05.2023 16:02:53


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	08.05.2023 15:58:27

Mass [amu]	Ion Current [A]
5,41	-1,282307e-013
5,44	-1,307414e-013
5,47	-1,337433e-013
5,50	-1,366821e-013
5,53	-1,386045e-013
5,56	-1,384847e-013
5,59	-1,375258e-013
5,63	-1,383732e-013
5,66	-1,411762e-013
5,69	-1,420852e-013
5,72	-1,376070e-013
5,75	-1,304374e-013
5,78	-1,271544e-013
5,81	-1,299767e-013
5,84	-1,351015e-013
5,88	-1,385765e-013
5,91	-1,398482e-013
5,94	-1,392828e-013
5,97	-1,362834e-013
6,00	-1,321585e-013
6,03	-1,306678e-013
6,06	-1,323078e-013
6,09	-1,324088e-013
6,13	-1,284740e-013
6,16	-1,245665e-013
6,19	-1,248557e-013
6,22	-1,274519e-013
6,25	-1,278302e-013
6,28	-1,250908e-013
6,31	-1,224908e-013
6,34	-1,230294e-013
6,38	-1,264408e-013
6,41	-1,308255e-013
6,44	-1,348171e-013
6,47	-1,372620e-013
6,50	-1,376441e-013
6,53	-1,371680e-013
6,56	-1,369852e-013
6,59	-1,366439e-013
6,63	-1,354596e-013
6,66	-1,331921e-013
6,69	-1,299120e-013
6,72	-1,266110e-013
6,75	-1,240821e-013
6,78	-1,216939e-013
6,81	-1,189032e-013
6,84	-1,164504e-013
6,88	-1,161322e-013
6,91	-1,200246e-013
6,94	-1,280718e-013
6,97	-1,366114e-013
7,00	-1,410425e-013
7,03	-1,396707e-013
7,06	-1,345979e-013
7,09	-1,292689e-013
7,13	-1,252746e-013
7,16	-1,223437e-013
7,19	-1,206040e-013
7,22	-1,205777e-013
7,25	-1,221511e-013
7,28	-1,248246e-013
7,31	-1,276106e-013
7,34	-1,290193e-013
7,38	-1,282139e-013
7,41	-1,260800e-013
7,44	-1,243861e-013
7,47	-1,236380e-013
7,50	-1,231045e-013
7,53	-1,224061e-013
7,56	-1,217307e-013
7,59	-1,216676e-013
7,63	-1,226990e-013
7,66	-1,237382e-013
7,69	-1,225121e-013
7,72	-1,186832e-013
7,75	-1,155139e-013
7,78	-1,168227e-013
7,81	-1,228439e-013
7,84	-1,306685e-013
7,88	-1,374165e-013
7,91	-1,408448e-013
7,94	-1,390823e-013
7,97	-1,324097e-013
8,00	-1,237030e-013
8,03	-1,161293e-013
8,06	-1,113109e-013
8,09	-1,098312e-013
8,13	-1,120703e-013
8,16	-1,165470e-013
8,19	-1,190176e-013
8,22	-1,164234e-013
8,25	-1,111194e-013
8,28	-1,082790e-013
8,31	-1,090487e-013
8,34	-1,099782e-013
8,38	-1,094239e-013
8,41	-1,096609e-013
8,44	-1,128522e-013
8,47	-1,182766e-013
8,50	-1,229721e-013
8,53	-1,245285e-013
8,56	-1,235890e-013
8,59	-1,227632e-013
8,63	-1,229583e-013
8,66	-1,222284e-013
8,69	-1,191083e-013
8,72	-1,151595e-013
8,75	-1,125399e-013
8,78	-1,114604e-013
8,81	-1,112823e-013
8,84	-1,115899e-013
8,88	-1,122306e-013
8,91	-1,133750e-013
8,94	-1,145793e-013
8,97	-1,149114e-013
9,00	-1,144916e-013
9,03	-1,138493e-013
9,06	-1,126822e-013
9,09	-1,109216e-013
9,13	-1,099868e-013
9,16	-1,120828e-013
9,19	-1,176562e-013
9,22	-1,235505e-013
9,25	-1,253450e-013
9,28	-1,224053e-013
9,31	-1,184942e-013
9,34	-1,162292e-013
9,38	-1,145703e-013
9,41	-1,126104e-013
9,44	-1,111589e-013
9,47	-1,104999e-013
9,50	-1,106409e-013
9,53	-1,125644e-013
9,56	-1,163455e-013
9,59	-1,200108e-013
9,63	-1,219518e-013
9,66	-1,231665e-013
9,69	-1,256270e-013
9,72	-1,286701e-013
9,75	-1,292577e-013
9,78	-1,262443e-013
9,81	-1,221796e-013
9,84	-1,199348e-013
9,88	-1,189450e-013
9,91	-1,168095e-013
9,94	-1,136897e-013
9,97	-1,114917e-013
10,00	-1,102462e-013
10,03	-1,092042e-013
10,06	-1,089049e-013
10,09	-1,098906e-013
10,13	-1,122613e-013
10,16	-1,161212e-013
10,19	-1,199458e-013
10,22	-1,212306e-013
10,25	-1,198047e-013
10,28	-1,179385e-013
10,31	-1,185414e-013
10,34	-1,230428e-013
10,38	-1,285791e-013
10,41	-1,302378e-013
10,44	-1,271711e-013
10,47	-1,222700e-013
10,50	-1,170804e-013
10,53	-1,116252e-013
10,56	-1,073500e-013
10,59	-1,065832e-013
10,63	-1,096181e-013
10,66	-1,137656e-013
10,69	-1,160045e-013
10,72	-1,156517e-013
10,75	-1,132998e-013
10,78	-1,094569e-013
10,81	-1,052976e-013
10,84	-1,026813e-013
10,88	-1,031549e-013
10,91	-1,071848e-013
10,94	-1,133490e-013
10,97	-1,185338e-013
11,00	-1,202226e-013
11,03	-1,187317e-013
11,06	-1,167198e-013
11,09	-1,163584e-013
11,13	-1,172807e-013
11,16	-1,174976e-013
11,19	-1,155798e-013
11,22	-1,120194e-013
11,25	-1,091412e-013
11,28	-1,086383e-013
11,31	-1,092340e-013
11,34	-1,084138e-013
11,38	-1,053589e-013
11,41	-1,012325e-013
11,44	-9,820591e-014
11,47	-9,798013e-014
11,50	-1,002044e-013
11,53	-1,023689e-013
11,56	-1,014506e-013
11,59	-9,648775e-014
11,63	-8,938531e-014
11,66	-8,237927e-014
11,69	-7,567116e-014
11,72	-6,879000e-014
11,75	-6,303410e-014
11,78	-6,003845e-014
11,81	-5,867633e-014
11,84	-5,652085e-014
11,88	-5,322635e-014
11,91	-4,959559e-014
11,94	-4,620376e-014
11,97	-4,472884e-014
12,00	-4,638838e-014
12,03	-4,933977e-014
12,06	-5,171663e-014
12,09	-5,467275e-014
12,13	-5,933928e-014
12,16	-6,403658e-014
12,19	-6,640029e-014
12,22	-6,643990e-014
12,25	-6,631172e-014
12,28	-6,698906e-014
12,31	-6,709648e-014
12,34	-6,628254e-014
12,38	-6,688052e-014
12,41	-7,108609e-014
12,44	-7,882405e-014
12,47	-8,849219e-014
12,50	-9,822258e-014
12,53	-1,059087e-013
12,56	-1,094134e-013
12,59	-1,083057e-013
12,63	-1,049103e-013
12,66	-1,027992e-013
12,69	-1,037278e-013
12,72	-1,060884e-013
12,75	-1,073533e-013
12,78	-1,077065e-013
12,81	-1,088048e-013
12,84	-1,100599e-013
12,88	-1,099112e-013
12,91	-1,091672e-013
12,94	-1,100149e-013
12,97	-1,122356e-013
13,00	-1,124818e-013
13,03	-1,084849e-013
13,06	-1,015692e-013
13,09	-9,414175e-014
13,13	-8,843719e-014
13,16	-8,699741e-014
13,19	-9,046271e-014
13,22	-9,621636e-014
13,25	-1,012980e-013
13,28	-1,046297e-013
13,31	-1,054357e-013
13,34	-1,026733e-013
13,38	-9,760188e-014
13,41	-9,363100e-014
13,44	-9,257580e-014
13,47	-9,422647e-014
13,50	-9,837355e-014
13,53	-1,040281e-013
13,56	-1,086911e-013
13,59	-1,101881e-013
13,63	-1,078847e-013
13,66	-1,028564e-013
13,69	-9,769212e-014
13,72	-9,423885e-014
13,75	-9,264367e-014
13,78	-9,317873e-014
13,81	-9,507075e-014
13,84	-9,531867e-014
13,88	-9,227036e-014
13,91	-8,696656e-014
13,94	-8,126996e-014
13,97	-7,832100e-014
14,00	-8,097569e-014
14,03	-8,779192e-014
14,06	-9,423719e-014
14,09	-9,745670e-014
14,13	-9,820641e-014
14,16	-9,876951e-014
14,19	-9,951466e-014
14,22	-9,881453e-014
14,25	-9,656412e-014
14,28	-9,462517e-014
14,31	-9,348872e-014
14,34	-9,233423e-014
14,38	-9,153301e-014
14,41	-9,168348e-014
14,44	-9,244173e-014
14,47	-9,375793e-014
14,50	-9,502642e-014
14,53	-9,406921e-014
14,56	-9,042078e-014
14,59	-8,784212e-014
14,63	-9,040968e-014
14,66	-9,703042e-014
14,69	-1,027724e-013
14,72	-1,049246e-013
14,75	-1,047894e-013
14,78	-1,048093e-013
14,81	-1,065697e-013
14,84	-1,100863e-013
14,88	-1,132750e-013
14,91	-1,133252e-013
14,94	-1,092769e-013
14,97	-1,025742e-013
15,00	-9,615381e-014
15,03	-9,302459e-014
15,06	-9,343859e-014
15,09	-9,497284e-014
15,13	-9,679383e-014
15,16	-9,970026e-014
15,19	-1,027750e-013
15,22	-1,045593e-013
15,25	-1,047897e-013
15,28	-1,033147e-013
15,31	-1,008272e-013
15,34	-9,966584e-014
15,38	-1,010691e-013
15,41	-1,032821e-013
15,44	-1,034044e-013
15,47	-1,002525e-013
15,50	-9,536505e-014
15,53	-9,069441e-014
15,56	-8,521652e-014
15,59	-7,537097e-014
15,63	-5,978447e-014
15,66	-4,197655e-014
15,69	-2,748656e-014
15,72	-1,975109e-014
15,75	-1,825228e-014
15,78	-1,891338e-014
15,81	-1,752178e-014
15,84	-1,345573e-014
15,88	-8,703197e-015
15,91	-4,339476e-015
15,94	-1,260266e-016
15,97	2,891878e-015
16,00	1,676744e-015
16,03	-5,390028e-015
16,06	-1,567436e-014
16,09	-2,427928e-014
16,13	-2,824914e-014
16,16	-2,898591e-014
16,19	-3,070070e-014
16,22	-3,563474e-014
16,25	-4,169198e-014
16,28	-4,652204e-014
16,31	-5,149170e-014
16,34	-5,868377e-014
16,38	-6,716930e-014
16,41	-7,506320e-014
16,44	-8,191004e-014
16,47	-8,670708e-014
16,50	-8,695946e-014
16,53	-8,260046e-014
16,56	-7,824547e-014
16,59	-7,885743e-014
16,63	-8,397022e-014
16,66	-8,759565e-014
16,69	-8,504787e-014
16,72	-7,861915e-014
16,75	-7,320232e-014
16,78	-6,875496e-014
16,81	-6,290296e-014
16,84	-5,735583e-014
16,88	-5,514863e-014
16,91	-5,563148e-014
16,94	-5,658385e-014
16,97	-5,759986e-014
17,00	-5,931028e-014
17,03	-6,151598e-014
17,06	-6,315976e-014
17,09	-6,306058e-014
17,13	-6,119101e-014
17,16	-6,015172e-014
17,19	-6,263406e-014
17,22	-6,731178e-014
17,25	-7,048137e-014
17,28	-7,114129e-014
17,31	-7,191554e-014
17,34	-7,479828e-014
17,38	-7,846201e-014
17,41	-8,059844e-014
17,44	-8,058632e-014
17,47	-7,918459e-014
17,50	-7,755873e-014
17,53	-7,663522e-014
17,56	-7,593316e-014
17,59	-7,382894e-014
17,63	-6,918416e-014
17,66	-6,195484e-014
17,69	-5,392997e-014
17,72	-4,878218e-014
17,75	-4,863656e-014
17,78	-5,150950e-014
17,81	-5,318077e-014
17,84	-5,089772e-014
17,88	-4,639146e-014
17,91	-4,371854e-014
17,94	-4,306788e-014
17,97	-4,065121e-014
18,00	-3,518760e-014
18,03	-3,023958e-014
18,06	-2,892986e-014
18,09	-3,008440e-014
18,13	-3,204675e-014
18,16	-3,666334e-014
18,19	-4,598497e-014
18,22	-5,743526e-014
18,25	-6,544263e-014
18,28	-6,734838e-014
18,31	-6,574601e-014
18,34	-6,499821e-014
18,38	-6,747504e-014
18,41	-7,281918e-014
18,44	-7,866165e-014
18,47	-8,232029e-014
18,50	-8,286195e-014
18,53	-8,209472e-014
18,56	-8,279237e-014
18,59	-8,492159e-014
18,63	-8,593472e-014
18,66	-8,487534e-014
18,69	-8,317717e-014
18,72	-8,272360e-014
18,75	-8,469727e-014
18,78	-8,862260e-014
18,81	-9,247442e-014
18,84	-9,466197e-014
18,88	-9,531498e-014
18,91	-9,559678e-014
18,94	-9,658593e-014
18,97	-9,862959e-014
19,00	-1,008488e-013
19,03	-1,015458e-013
19,06	-9,949422e-014
19,09	-9,484766e-014
19,13	-8,953213e-014
19,16	-8,563628e-014
19,19	-8,311745e-014
19,22	-8,190937e-014
19,25	-8,410826e-014
19,28	-9,056838e-014
19,31	-9,859880e-014
19,34	-1,046629e-013
19,38	-1,070544e-013
19,41	-1,061627e-013
19,44	-1,030629e-013
19,47	-9,796291e-014
19,50	-9,136193e-014
19,53	-8,567864e-014
19,56	-8,295114e-014
19,59	-8,283521e-014
19,63	-8,456099e-014
19,66	-8,762489e-014
19,69	-8,982541e-014
19,72	-8,825586e-014
19,75	-8,310109e-014
19,78	-7,765349e-014
19,81	-7,410780e-014
19,84	-7,248517e-014
19,88	-7,386268e-014
19,91	-8,033375e-014
19,94	-9,067427e-014
19,97	-9,941862e-014
20,00	-1,019580e-013
20,03	-9,965912e-014
20,06	-9,823241e-014
20,09	-1,010539e-013
20,13	-1,066629e-013
20,16	-1,119351e-013
20,19	-1,142368e-013
20,22	-1,123483e-013
20,25	-1,081553e-013
20,28	-1,050582e-013
20,31	-1,039912e-013
20,34	-1,040044e-013
20,38	-1,050767e-013
20,41	-1,066134e-013
20,44	-1,059958e-013
20,47	-1,017996e-013
20,50	-9,565029e-014
20,53	-8,988384e-014
20,56	-8,609891e-014
20,59	-8,563937e-014
20,63	-8,939863e-014
20,66	-9,680625e-014
20,69	-1,053407e-013
20,72	-1,115821e-013
20,75	-1,134952e-013
20,78	-1,116515e-013
20,81	-1,077342e-013
20,84	-1,029625e-013
20,88	-9,873704e-014
20,91	-9,698970e-014
20,94	-9,826214e-014
20,97	-9,984925e-014
21,00	-9,824798e-014
21,03	-9,353577e-014
21,06	-8,810892e-014
21,09	-8,280219e-014
21,13	-7,796355e-014
21,16	-7,557107e-014
21,19	-7,748001e-014
21,22	-8,313029e-014
21,25	-8,923441e-014
21,28	-9,198276e-014
21,31	-9,108079e-014
21,34	-8,980251e-014
21,38	-9,019585e-014
21,41	-9,183157e-014
21,44	-9,501076e-014
21,47	-1,001999e-013
21,50	-1,048486e-013
21,53	-1,050782e-013
21,56	-9,956578e-014
21,59	-9,081729e-014
21,63	-8,380153e-014
21,66	-8,192993e-014
21,69	-8,490748e-014
21,72	-9,082818e-014
21,75	-9,733638e-014
21,78	-1,017085e-013
21,81	-1,023192e-013
21,84	-9,908782e-014
21,88	-9,276343e-014
21,91	-8,494492e-014
21,94	-7,826724e-014
21,97	-7,514953e-014
22,00	-7,542080e-014
22,03	-7,717725e-014
22,06	-8,012766e-014
22,09	-8,463288e-014
22,13	-8,889878e-014
22,16	-9,102357e-014
22,19	-9,164831e-014
22,22	-9,214402e-014
22,25	-9,325540e-014
22,28	-9,638916e-014
22,31	-1,025801e-013
22,34	-1,095315e-013
22,38	-1,122502e-013
22,41	-1,078596e-013
22,44	-9,931695e-014
22,47	-9,271896e-014
22,50	-9,057325e-014
22,53	-9,049831e-014
22,56	-9,041859e-014
22,59	-9,088503e-014
22,63	-9,226872e-014
22,66	-9,318102e-014
22,69	-9,259457e-014
22,72	-9,226860e-014
22,75	-9,461074e-014
22,78	-9,822271e-014
22,81	-9,919348e-014
22,84	-9,663910e-014
22,88	-9,402986e-014
22,91	-9,480410e-014
22,94	-9,792534e-014
22,97	-9,900086e-014
23,00	-9,578280e-014
23,03	-9,089950e-014
23,06	-8,815126e-014
23,09	-8,723336e-014
23,13	-8,494558e-014
23,16	-8,125172e-014
23,19	-7,962297e-014
23,22	-8,163943e-014
23,25	-8,553946e-014
23,28	-8,932805e-014
23,31	-9,261260e-014
23,34	-9,568310e-014
23,38	-9,785822e-014
23,41	-9,781666e-014
23,44	-9,545729e-014
23,47	-9,251179e-014
23,50	-9,065045e-014
23,53	-8,932673e-014
23,56	-8,750684e-014
23,59	-8,670506e-014
23,63	-8,888781e-014
23,66	-9,241769e-014
23,69	-9,401295e-014
23,72	-9,292932e-014
23,75	-9,033362e-014
23,78	-8,772049e-014
23,81	-8,663463e-014
23,84	-8,718968e-014
23,88	-8,820609e-014
23,91	-8,922487e-014
23,94	-9,070021e-014
23,97	-9,338002e-014
24,00	-9,787012e-014
24,03	-1,033920e-013
24,06	-1,078130e-013
24,09	-1,099484e-013
24,13	-1,104601e-013
24,16	-1,097537e-013
24,19	-1,069864e-013
24,22	-1,019274e-013
24,25	-9,575541e-014
24,28	-8,995747e-014
24,31	-8,561423e-014
24,34	-8,337508e-014
24,38	-8,393909e-014
24,41	-8,758151e-014
24,44	-9,258479e-014
24,47	-9,603765e-014
24,50	-9,675823e-014
24,53	-9,590077e-014
24,56	-9,495925e-014
24,59	-9,408784e-014
24,63	-9,220468e-014
24,66	-8,892807e-014
24,69	-8,547375e-014
24,72	-8,343863e-014
24,75	-8,422496e-014
24,78	-8,806095e-014
24,81	-9,276104e-014
24,84	-9,586904e-014
24,88	-9,720990e-014
24,91	-9,809877e-014
24,94	-9,981794e-014
24,97	-1,026038e-013
25,00	-1,047196e-013
25,03	-1,040172e-013
25,06	-1,007762e-013
25,09	-9,775677e-014
25,13	-9,747265e-014
25,16	-9,895118e-014
25,19	-9,838317e-014
25,22	-9,438329e-014
25,25	-8,996119e-014
25,28	-8,843077e-014
25,31	-8,990362e-014
25,34	-9,204421e-014
25,38	-9,329359e-014
25,41	-9,468539e-014
25,44	-9,705045e-014
25,47	-9,787424e-014
25,50	-9,381721e-014
25,53	-8,502822e-014
25,56	-7,536682e-014
25,59	-6,959820e-014
25,63	-7,052291e-014
25,66	-7,740501e-014
25,69	-8,634579e-014
25,72	-9,316842e-014
25,75	-9,656690e-014
25,78	-9,766338e-014
25,81	-9,706607e-014
25,84	-9,350664e-014
25,88	-8,595049e-014
25,91	-7,752297e-014
25,94	-7,504240e-014
25,97	-8,135732e-014
26,00	-9,043221e-014
26,03	-9,355116e-014
26,06	-8,838588e-014
26,09	-8,004963e-014
26,13	-7,513269e-014
26,16	-7,628917e-014
26,19	-8,166726e-014
26,22	-8,762000e-014
26,25	-9,153525e-014
26,28	-9,313157e-014
26,31	-9,328596e-014
26,34	-9,201907e-014
26,38	-8,911594e-014
26,41	-8,638108e-014
26,44	-8,712229e-014
26,47	-9,281133e-014
26,50	-1,008720e-013
26,53	-1,062102e-013
26,56	-1,054673e-013
26,59	-9,936802e-014
26,63	-9,102724e-014
26,66	-8,347521e-014
26,69	-7,841173e-014
26,72	-7,595092e-014
26,75	-7,578375e-014
26,78	-7,811119e-014
26,81	-8,268266e-014
26,84	-8,783757e-014
26,88	-9,128153e-014
26,91	-9,191122e-014
26,94	-9,073017e-014
26,97	-8,984214e-014
27,00	-9,063129e-014
27,03	-9,242867e-014
27,06	-9,337675e-014
27,09	-9,289997e-014
27,13	-9,180308e-014
27,16	-9,049550e-014
27,19	-8,895272e-014
27,22	-8,789235e-014
27,25	-8,850065e-014
27,28	-9,071028e-014
27,31	-9,268220e-014
27,34	-9,245283e-014
27,38	-8,932119e-014
27,41	-8,438064e-014
27,44	-8,077412e-014
27,47	-8,074170e-014
27,50	-8,167227e-014
27,53	-7,739940e-014
27,56	-6,289372e-014
27,59	-3,791296e-014
27,63	-7,751252e-015
27,66	2,080886e-014
27,69	4,431870e-014
27,72	6,249862e-014
27,75	7,650377e-014
27,78	8,818423e-014
27,81	9,849155e-014
27,84	1,074268e-013
27,88	1,147067e-013
27,91	1,193206e-013
27,94	1,205809e-013
27,97	1,183556e-013
28,00	1,125117e-013
28,03	1,048404e-013
28,06	9,840198e-014
28,09	9,336259e-014
28,13	8,713639e-014
28,16	7,789683e-014
28,19	6,538581e-014
28,22	5,145014e-014
28,25	4,018726e-014
28,28	3,369103e-014
28,31	2,924051e-014
28,34	2,262764e-014
28,38	1,177408e-014
28,41	-2,591059e-015
28,44	-1,806921e-014
28,47	-3,346919e-014
28,50	-4,955908e-014
28,53	-6,594232e-014
28,56	-8,008163e-014
28,59	-8,986010e-014
28,63	-9,491198e-014
28,66	-9,548060e-014
28,69	-9,159786e-014
28,72	-8,434016e-014
28,75	-7,693060e-014
28,78	-7,322851e-014
28,81	-7,440108e-014
28,84	-7,783542e-014
28,88	-8,023001e-014
28,91	-8,103844e-014
28,94	-8,251817e-014
28,97	-8,631180e-014
29,00	-9,097328e-014
29,03	-9,407340e-014
29,06	-9,403554e-014
29,09	-9,021004e-014
29,13	-8,529565e-014
29,16	-8,404369e-014
29,19	-8,637147e-014
29,22	-8,776043e-014
29,25	-8,693285e-014
29,28	-8,707488e-014
29,31	-9,013088e-014
29,34	-9,363426e-014
29,38	-9,356446e-014
29,41	-8,963285e-014
29,44	-8,618807e-014
29,47	-8,699751e-014
29,50	-9,084397e-014
29,53	-9,314987e-014
29,56	-9,107977e-014
29,59	-8,628025e-014
29,63	-8,276198e-014
29,66	-8,285258e-014
29,69	-8,527940e-014
29,72	-8,715056e-014
29,75	-8,752997e-014
29,78	-8,831386e-014
29,81	-9,123595e-014
29,84	-9,468565e-014
29,88	-9,524629e-014
29,91	-9,246732e-014
29,94	-8,954056e-014
29,97	-8,919945e-014
30,00	-9,162095e-014
30,03	-9,586922e-014
30,06	-1,007552e-013
30,09	-1,041409e-013
30,13	-1,041664e-013
30,16	-1,021663e-013
30,19	-1,009399e-013
30,22	-9,980781e-014
30,25	-9,628570e-014
30,28	-9,183660e-014
30,31	-9,067009e-014
30,34	-9,357750e-014
30,38	-9,711148e-014
30,41	-9,840905e-014
30,44	-9,736267e-014
30,47	-9,487295e-014
30,50	-9,163192e-014
30,53	-8,744349e-014
30,56	-8,183513e-014
30,59	-7,711423e-014
30,63	-7,763121e-014
30,66	-8,400008e-014
30,69	-9,151155e-014
30,72	-9,505387e-014
30,75	-9,434396e-014
30,78	-9,357717e-014
30,81	-9,549326e-014
30,84	-9,855432e-014
30,88	-1,007532e-013
30,91	-1,021747e-013
30,94	-1,030671e-013
30,97	-1,028583e-013
31,00	-1,014428e-013
31,03	-9,962766e-014
31,06	-9,849836e-014
31,09	-9,831421e-014
31,13	-9,818332e-014
31,16	-9,742189e-014
31,19	-9,627344e-014
31,22	-9,522051e-014
31,25	-9,467609e-014
31,28	-9,496394e-014
31,31	-9,575756e-014
31,34	-9,547923e-014
31,38	-9,221119e-014
31,41	-8,674804e-014
31,44	-8,315156e-014
31,47	-8,399778e-014
31,50	-8,721484e-014
31,53	-8,885003e-014
31,56	-8,719345e-014
31,59	-8,369065e-014
31,63	-8,031631e-014
31,66	-7,704723e-014
31,69	-7,321130e-014
31,72	-6,952537e-014
31,75	-6,627722e-014
31,78	-6,221532e-014
31,81	-5,745920e-014
31,84	-5,412491e-014
31,88	-5,321219e-014
31,91	-5,427365e-014
31,94	-5,704310e-014
31,97	-6,038951e-014
32,00	-6,215839e-014
32,03	-6,199965e-014
32,06	-6,230833e-014
32,09	-6,589404e-014
32,13	-7,305886e-014
32,16	-8,087631e-014
32,19	-8,597908e-014
32,22	-8,720492e-014
32,25	-8,486705e-014
32,28	-7,970959e-014
32,31	-7,377783e-014
32,34	-7,011479e-014
32,38	-7,025212e-014
32,41	-7,293889e-014
32,44	-7,596361e-014
32,47	-7,835471e-014
32,50	-8,006964e-014
32,53	-8,100917e-014
32,56	-8,181305e-014
32,59	-8,395793e-014
32,63	-8,731594e-014
32,66	-8,994494e-014
32,69	-9,098858e-014
32,72	-9,073231e-014
32,75	-8,912014e-014
32,78	-8,649208e-014
32,81	-8,416564e-014
32,84	-8,411934e-014
32,88	-8,777245e-014
32,91	-9,406621e-014
32,94	-9,962873e-014
32,97	-1,009717e-013
33,00	-9,680402e-014
33,03	-8,924274e-014
33,06	-8,271311e-014
33,09	-8,115061e-014
33,13	-8,550890e-014
33,16	-9,340881e-014
33,19	-1,008769e-013
33,22	-1,045152e-013
33,25	-1,035120e-013
33,28	-9,967317e-014
33,31	-9,513586e-014
33,34	-9,128703e-014
33,38	-8,902581e-014
33,41	-8,875688e-014
33,44	-8,998274e-014
33,47	-9,093648e-014
33,50	-9,020078e-014
33,53	-8,868132e-014
33,56	-8,831492e-014
33,59	-8,968072e-014
33,63	-9,224101e-014
33,66	-9,567524e-014
33,69	-9,933729e-014
33,72	-1,016277e-013
33,75	-1,016338e-013
33,78	-1,001347e-013
33,81	-9,813121e-014
33,84	-9,616816e-014
33,88	-9,509189e-014
33,91	-9,515501e-014
33,94	-9,473324e-014
33,97	-9,220115e-014
34,00	-8,839386e-014
34,03	-8,562960e-014
34,06	-8,511235e-014
34,09	-8,611729e-014
34,13	-8,754953e-014
34,16	-8,923153e-014
34,19	-9,080052e-014
34,22	-9,101370e-014
34,25	-8,949504e-014
34,28	-8,783339e-014
34,31	-8,792832e-014
34,34	-8,984127e-014
34,38	-9,185673e-014
34,41	-9,260623e-014
34,44	-9,279836e-014
34,47	-9,376094e-014
34,50	-9,475887e-014
34,53	-9,446184e-014
34,56	-9,380540e-014
34,59	-9,436743e-014
34,63	-9,593480e-014
34,66	-9,712427e-014
34,69	-9,649571e-014
34,72	-9,411331e-014
34,75	-9,251126e-014
34,78	-9,352007e-014
34,81	-9,577883e-014
34,84	-9,767183e-014
34,88	-9,919583e-014
34,91	-9,959180e-014
34,94	-9,735579e-014
34,97	-9,290892e-014
35,00	-8,833286e-014
35,03	-8,584157e-014
35,06	-8,746658e-014
35,09	-9,321852e-014
35,13	-9,956832e-014
35,16	-1,023050e-013
35,19	-1,000585e-013
35,22	-9,482449e-014
35,25	-9,011150e-014
35,28	-8,742179e-014
35,31	-8,517085e-014
35,34	-8,229273e-014
35,38	-8,026511e-014
35,41	-8,028481e-014
35,44	-8,126629e-014
35,47	-8,142692e-014
35,50	-8,080438e-014
35,53	-8,146455e-014
35,56	-8,406019e-014
35,59	-8,626396e-014
35,63	-8,623773e-014
35,66	-8,505897e-014
35,69	-8,555878e-014
35,72	-9,010573e-014
35,75	-9,808808e-014
35,78	-1,053043e-013
35,81	-1,076113e-013
35,84	-1,047212e-013
35,88	-9,938965e-014
35,91	-9,448826e-014
35,94	-9,153274e-014
35,97	-9,096758e-014
36,00	-9,270560e-014
36,03	-9,512401e-014
36,06	-9,516276e-014
36,09	-9,195073e-014
36,13	-8,865781e-014
36,16	-8,865153e-014
36,19	-9,150011e-014
36,22	-9,419067e-014
36,25	-9,508440e-014
36,28	-9,564447e-014
36,31	-9,790064e-014
36,34	-1,011939e-013
36,38	-1,031636e-013
36,41	-1,024460e-013
36,44	-9,949502e-014
36,47	-9,664636e-014
36,50	-9,613196e-014
36,53	-9,713795e-014
36,56	-9,732698e-014
36,59	-9,593260e-014
36,63	-9,348260e-014
36,66	-9,156127e-014
36,69	-9,276880e-014
36,72	-9,715282e-014
36,75	-1,004717e-013
36,78	-9,954475e-014
36,81	-9,623698e-014
36,84	-9,325163e-014
36,88	-9,022091e-014
36,91	-8,619002e-014
36,94	-8,205172e-014
36,97	-7,947648e-014
37,00	-7,948794e-014
37,03	-8,150175e-014
37,06	-8,315079e-014
37,09	-8,218401e-014
37,13	-7,888129e-014
37,16	-7,603471e-014
37,19	-7,602382e-014
37,22	-7,830063e-014
37,25	-8,067232e-014
37,28	-8,259158e-014
37,31	-8,624307e-014
37,34	-9,396681e-014
37,38	-1,040300e-013
37,41	-1,105277e-013
37,44	-1,093801e-013
37,47	-1,023904e-013
37,50	-9,460845e-014
37,53	-8,985051e-014
37,56	-8,876147e-014
37,59	-8,975616e-014
37,63	-9,135380e-014
37,66	-9,334121e-014
37,69	-9,534137e-014
37,72	-9,545106e-014
37,75	-9,223536e-014
37,78	-8,742078e-014
37,81	-8,433075e-014
37,84	-8,432202e-014
37,88	-8,663391e-014
37,91	-9,041852e-014
37,94	-9,510354e-014
37,97	-9,920875e-014
38,00	-1,000373e-013
38,03	-9,609503e-014
38,06	-9,015516e-014
38,09	-8,759769e-014
38,13	-9,055482e-014
38,16	-9,594925e-014
38,19	-9,984837e-014
38,22	-1,007473e-013
38,25	-9,869873e-014
38,28	-9,485162e-014
38,31	-9,162773e-014
38,34	-9,084054e-014
38,38	-9,203703e-014
38,41	-9,351391e-014
38,44	-9,425452e-014
38,47	-9,419478e-014
38,50	-9,317930e-014
38,53	-9,090927e-014
38,56	-8,751607e-014
38,59	-8,386424e-014
38,63	-8,171701e-014
38,66	-8,233842e-014
38,69	-8,479080e-014
38,72	-8,665993e-014
